App Start Logs,App ID,Action,Worker Type,Lead Time,Reason Description,Reason Type
2022-09-21 3:00:00,63175fa5e29cd501b907ac5c,APP_CLAIM,Electrician,342.135278,,
2022-09-21 3:00:00,63175fa5e29cd501b907ac5c,APP_VERIFY,Electrician,-8.476389,,
2022-09-22 3:00:00,63222ee044c3d301b7c672a6,APP_CLAIM,Electrician,158.828333,,
2022-09-22 3:00:00,63222ee044c3d301b7c672a6,APP_VERIFY,Electrician,-9.022778,,
2022-09-23 3:00:00,63222f001e9acf01b7c4fc5a,APP_CLAIM,Electrician,182.959444,,
2022-09-23 3:00:00,63222f001e9acf01b7c4fc5a,USER_CANCEL,Electrician,6.740556,I have a sore throat and a temp of 101.2,SICK_OTHER_ILLNESS
2022-09-24 3:00:00,62f05750b4fc8701b7fdd4ef,APP_CLAIM,Electrician,414.131111,,
2022-09-24 3:00:00,62f05750b4fc8701b7fdd4ef,USER_CANCEL,Electrician,206.831944,my daughter has a competition that was just posted this morning,NONE
2022-09-26 3:00:00,62f057c9f8d7eb01baed150e,APP_CLAIM,Electrician,462.1225,,
2022-09-26 3:00:00,62f057c9f8d7eb01baed150e,APP_VERIFY,Electrician,-8.400278,,
2022-09-28 3:00:00,62f05834b4fc8701b7fddda6,APP_CLAIM,Electrician,510.114722,,
2022-09-28 3:00:00,62f05834b4fc8701b7fddda6,APP_VERIFY,Electrician,-13.252222,,
2022-09-29 3:00:00,62f05850f8d7eb01baed1c0d,APP_CLAIM,Electrician,534.109444,,
2022-09-29 3:00:00,62f05850f8d7eb01baed1c0d,APP_VERIFY,Electrician,-8.699444,,
2022-09-30 3:00:00,62f0588dd9293801b636627f,APP_CLAIM,Electrician,558.102222,,
2022-09-30 3:00:00,62f0588dd9293801b636627f,APP_VERIFY,Electrician,-8.866389,,
2022-10-01 3:00:00,62f058c9c1af5e01b44be106,APP_CLAIM,Electrician,582.090278,,
2022-10-01 3:00:00,62f058c9c1af5e01b44be106,APP_VERIFY,Electrician,-28.125278,,
2022-10-05 3:00:00,6320cbfdd71dea01b7b5caee,APP_CLAIM,Electrician,371.655278,,
2022-10-05 3:00:00,6320cbfdd71dea01b7b5caee,APP_VERIFY,Electrician,-8.719167,,
2022-10-06 3:00:00,63266b7974749401b66d9f40,APP_CLAIM,Electrician,395.684444,,
2022-10-06 3:00:00,63266b7974749401b66d9f40,APP_VERIFY,Electrician,-8.5225,,
2022-10-07 3:00:00,632663b77a38f201b512a9cb,APP_CLAIM,Electrician,419.660833,,
2022-10-07 3:00:00,632663b77a38f201b512a9cb,USER_CANCEL,Electrician,25.638333,car broke down on the expressway,TRANSPORTATION
2022-10-12 3:00:00,632664757a38f201b512b330,APP_CLAIM,Electrician,539.665556,,
2022-10-12 3:00:00,632664757a38f201b512b330,APP_VERIFY,Electrician,-8.635833,,
2022-10-13 3:00:00,6326649beeb04401b726489a,APP_CLAIM,Electrician,563.669722,,
2022-10-13 3:00:00,6326649beeb04401b726489a,APP_VERIFY,Electrician,-8.431389,,
2022-10-17 3:00:00,632665457a38f201b512be46,APP_CLAIM,Electrician,659.617778,,
2022-10-17 3:00:00,632665457a38f201b512be46,CUST_CANCEL_FILLED,Electrician,2.551944,,STAFFED_IN_HOUSE
2022-10-19 3:00:00,632665baeeb04401b7265d46,APP_CLAIM,Electrician,405.411667,,
2022-10-19 3:00:00,632665baeeb04401b7265d46,APP_VERIFY,Electrician,-16.925,,
2022-10-20 2:30:00,630cf891c4c31901b7119464,APP_CLAIM,Electrician,428.896389,,
2022-10-20 2:30:00,630cf891c4c31901b7119464,APP_VERIFY,Electrician,-9.6,,
2022-10-26 3:00:00,63266a0574749401b66d88e1,APP_CLAIM,Electrician,303.656944,,
2022-10-26 3:00:00,63266a0574749401b66d88e1,APP_VERIFY,Electrician,-16.962222,,
2022-11-01 3:00:00,63266b3f74749401b66d916b,APP_CLAIM,Electrician,311.083889,,
2022-11-01 3:00:00,63266b3f74749401b66d916b,APP_NOTE_UPDATE,Electrician,-33.951389,11/2- as per ESP she was not able to take her break- #2808964,ADMIN_EDIT_APP
2022-11-01 3:00:00,63266b3f74749401b66d916b,APP_VERIFY,Electrician,-34.9875,,
2022-11-02 2:30:00,634ffddcea0b5d01b4d0f72b,APP_CLAIM,Electrician,309.878056,,
2022-11-02 2:30:00,634ffddcea0b5d01b4d0f72b,USER_CANCEL,Electrician,5.737222,Covid like symptoms and,SICK_OTHER_ILLNESS
2022-11-03 2:30:00,634ffde7ea0b5d01b4d0f78c,APP_CLAIM,Electrician,333.874167,,
2022-11-05 2:30:00,6352c67a83c94301b4708a85,APP_CLAIM,Electrician,343.866667,,
2022-11-08 3:30:00,6352c6b8faab2001b26ce106,APP_CLAIM,Electrician,416.857222,,
2022-11-09 3:30:00,6352c6d32ec97901b57c640c,APP_CLAIM,Electrician,193.026667,,
2022-11-10 3:30:00,6352c70b83c94301b4709a3b,APP_CLAIM,Electrician,464.8525,,
2022-11-11 3:30:00,6352c7252ec97901b57c6f66,APP_CLAIM,Electrician,488.841389,,
2022-11-11 3:30:00,6352c7252ec97901b57c6f66,USER_CANCEL,Electrician,242.970833,daughter is having surgery,NONE
